-2	-2	2.81387e-033
-1.9	-2	2.53297e-031
-1.8	-2	1.86679e-029
-1.7	-2	1.12643e-027
-1.6	-2	5.56482e-026
-1.5	-2	2.25082e-024
-1.4	-2	7.4537e-023
-1.3	-2	2.02089e-021
-1.2	-2	4.48597e-020
-1.1	-2	8.15287e-019
-1	-2	1.21312e-017
-0.9	-2	1.47789e-016
-0.8	-2	1.47407e-015
-0.7	-2	1.20375e-014
-0.6	-2	8.04816e-014
-0.5	-2	4.40552e-013
-0.4	-2	1.97442e-012
-0.3	-2	7.24473e-012
-0.2	-2	2.17644e-011
-0.1	-2	5.35317e-011
7.84955e-009	-2	1.078e-010
0.1	-2	1.77731e-010
0.2	-2	2.39912e-010
0.3	-2	2.65144e-010
0.4	-2	2.39912e-010
0.5	-2	1.77731e-010
0.6	-2	1.078e-010
0.7	-2	5.35317e-011
0.8	-2	2.17644e-011
0.9	-2	7.24473e-012
1	-2	1.97442e-012
1.1	-2	4.40552e-013
1.2	-2	8.04816e-014
1.3	-2	1.20375e-014
1.4	-2	1.47407e-015
1.5	-2	1.47789e-016
1.6	-2	1.21312e-017
1.7	-2	8.15287e-019
1.8	-2	4.48597e-020
1.9	-2	2.02089e-021
-2	-1.9	4.18696e-032
-1.9	-1.9	3.76898e-030
-1.8	-1.9	2.77773e-028
-1.7	-1.9	1.67609e-026
-1.6	-1.9	8.28031e-025
-1.5	-1.9	3.34916e-023
-1.4	-1.9	1.10909e-021
-1.3	-1.9	3.00704e-020
-1.2	-1.9	6.675e-019
-1.1	-1.9	1.21312e-017
-1	-1.9	1.8051e-016
-0.9	-1.9	2.19906e-015
-0.8	-1.9	2.19338e-014
-0.7	-1.9	1.79115e-013
-0.6	-1.9	1.19755e-012
-0.5	-1.9	6.5553e-012
-0.4	-1.9	2.93788e-011
-0.3	-1.9	1.078e-010
-0.2	-1.9	3.23848e-010
-0.0999999	-1.9	7.96537e-010
1.16799e-007	-1.9	1.60403e-009
0.1	-1.9	2.6446e-009
0.2	-1.9	3.56983e-009
0.3	-1.9	3.94527e-009
0.4	-1.9	3.56983e-009
0.5	-1.9	2.6446e-009
0.6	-1.9	1.60403e-009
0.7	-1.9	7.96537e-010
0.8	-1.9	3.23848e-010
0.9	-1.9	1.078e-010
1	-1.9	2.93788e-011
1.1	-1.9	6.5553e-012
1.2	-1.9	1.19755e-012
1.3	-1.9	1.79115e-013
1.4	-1.9	2.19338e-014
1.5	-1.9	2.19906e-015
1.6	-1.9	1.8051e-016
1.7	-1.9	1.21312e-017
1.8	-1.9	6.675e-019
1.9	-1.9	3.00704e-020
-2	-1.8	5.10077e-031
-1.9	-1.8	4.59156e-029
-1.8	-1.8	3.38397e-027
-1.7	-1.8	2.0419e-025
-1.6	-1.8	1.00875e-023
-1.5	-1.8	4.08011e-022
-1.4	-1.8	1.35115e-020
-1.3	-1.8	3.66332e-019
-1.2	-1.8	8.13182e-018
-1.1	-1.8	1.47789e-016
-1	-1.8	2.19906e-015
-0.9	-1.8	2.679e-014
-0.8	-1.8	2.67208e-013
-0.7	-1.8	2.18207e-012
-0.6	-1.8	1.45891e-011
-0.5	-1.8	7.98599e-011
-0.4	-1.8	3.57907e-010
-0.3	-1.8	1.31327e-009
-0.2	-1.8	3.94527e-009
-0.099999	-1.8	9.7038e-009
1.4229e-006	-1.79999	1.9541e-008
0.100002	-1.79999	3.22177e-008
0.200001	-1.79999	4.34892e-008
0.3	-1.79998	4.8063e-008
0.399999	-1.79999	4.34892e-008
0.499998	-1.79999	3.22177e-008
0.599998	-1.79999	1.9541e-008
0.699999	-1.8	9.7038e-009
0.799999	-1.8	3.94527e-009
0.9	-1.8	1.31327e-009
1	-1.8	3.57907e-010
1.1	-1.8	7.98599e-011
1.2	-1.8	1.45891e-011
1.3	-1.8	2.18207e-012
1.4	-1.8	2.67208e-013
1.5	-1.8	2.679e-014
1.6	-1.8	2.19906e-015
1.7	-1.8	1.47789e-016
1.8	-1.8	8.13182e-018
1.9	-1.8	3.66332e-019
-2	-1.7	5.0876e-030
-1.9	-1.7	4.57971e-028
-1.8	-1.7	3.37524e-026
-1.7	-1.7	2.03663e-024
-1.6	-1.7	1.00614e-022
-1.5	-1.7	4.06958e-021
-1.4	-1.7	1.34766e-019
-1.3	-1.7	3.65386e-018
-1.2	-1.7	8.11082e-017
-1.1	-1.7	1.47407e-015
-1	-1.7	2.19338e-014
-0.9	-1.7	2.67208e-013
-0.8	-1.7	2.66519e-012
-0.7	-1.7	2.17644e-011
-0.6	-1.7	1.45514e-010
-0.5	-1.7	7.96537e-010
-0.399999	-1.7	3.56983e-009
-0.299998	-1.7	1.30988e-008
-0.199995	-1.69999	3.93507e-008
-0.0999904	-1.69997	9.67864e-008
1.4192e-005	-1.69994	1.94901e-007
0.100015	-1.69991	3.21333e-007
0.200009	-1.69987	4.33748e-007
0.299998	-1.69986	4.79362e-007
0.399987	-1.69987	4.33748e-007
0.499982	-1.69991	3.21333e-007
0.599984	-1.69994	1.94901e-007
0.69999	-1.69997	9.67864e-008
0.799995	-1.69999	3.93507e-008
0.899998	-1.7	1.30988e-008
0.999999	-1.7	3.56983e-009
1.1	-1.7	7.96537e-010
1.2	-1.7	1.45514e-010
1.3	-1.7	2.17644e-011
1.4	-1.7	2.66519e-012
1.5	-1.7	2.67208e-013
1.6	-1.7	2.19338e-014
1.7	-1.7	1.47407e-015
1.8	-1.7	8.11082e-017
1.9	-1.7	3.65386e-018
-2	-1.6	4.15462e-029
-1.9	-1.6	3.73987e-027
-1.8	-1.6	2.75628e-025
-1.7	-1.6	1.66314e-023
-1.6	-1.6	8.21634e-022
-1.5	-1.6	3.32329e-020
-1.4	-1.6	1.10052e-018
-1.3	-1.6	2.98381e-017
-1.2	-1.6	6.62344e-016
-1.1	-1.6	1.20375e-014
-1	-1.6	1.79115e-013
-0.9	-1.6	2.18207e-012
-0.8	-1.6	2.17644e-011
-0.7	-1.6	1.77731e-010
-0.6	-1.6	1.18829e-009
-0.499999	-1.6	6.50465e-009
-0.399995	-1.59999	2.91517e-008
-0.299984	-1.59997	1.06965e-007
-0.19996	-1.59991	3.21333e-007
-0.099922	-1.59979	7.90303e-007
0.000115873	-1.59958	1.59131e-006
0.100123	-1.59931	2.62328e-006
0.200075	-1.59906	3.54064e-006
0.299981	-1.59896	3.91282e-006
0.399892	-1.59906	3.54064e-006
0.499852	-1.59931	2.62328e-006
0.599869	-1.59958	1.59131e-006
0.699914	-1.59979	7.90303e-007
0.799957	-1.59991	3.21333e-007
0.899983	-1.59997	1.06965e-007
0.999995	-1.59999	2.91517e-008
1.1	-1.6	6.50465e-009
1.2	-1.6	1.18829e-009
1.3	-1.6	1.77731e-010
1.4	-1.6	2.17644e-011
1.5	-1.6	2.18207e-012
1.6	-1.6	1.79115e-013
1.7	-1.6	1.20375e-014
1.8	-1.6	6.62344e-016
1.9	-1.6	2.98381e-017
-2	-1.5	2.77773e-028
-1.9	-1.5	2.50044e-026
-1.8	-1.5	1.84282e-024
-1.7	-1.5	1.11196e-022
-1.6	-1.5	5.49336e-021
-1.5	-1.5	2.22192e-019
-1.4	-1.5	7.35797e-018
-1.3	-1.5	1.99494e-016
-1.2	-1.5	4.42836e-015
-1.1	-1.5	8.04816e-014
-1	-1.5	1.19755e-012
-0.9	-1.5	1.45891e-011
-0.8	-1.5	1.45514e-010
-0.7	-1.5	1.18829e-009
-0.599998	-1.5	7.9448e-009
-0.499991	-1.49999	4.34892e-008
-0.399966	-1.49995	1.94901e-007
-0.299892	-1.49983	7.15103e-007
-0.199733	-1.49949	2.14789e-006
-0.0994789	-1.49874	5.28083e-006
0.000773814	-1.49746	1.0627e-005
0.100822	-1.49582	1.75053e-005
0.200498	-1.49436	2.36111e-005
0.299876	-1.49377	2.60859e-005
0.399277	-1.49436	2.36111e-005
0.499011	-1.49582	1.75053e-005
0.599125	-1.49746	1.0627e-005
0.699429	-1.49874	5.28083e-006
0.799712	-1.49949	2.14789e-006
0.899886	-1.49983	7.15103e-007
0.999964	-1.49995	1.94901e-007
1.09999	-1.49999	4.34892e-008
1.2	-1.5	7.9448e-009
1.3	-1.5	1.18829e-009
1.4	-1.5	1.45514e-010
1.5	-1.5	1.45891e-011
1.6	-1.5	1.19755e-012
1.7	-1.5	8.04816e-014
1.8	-1.5	4.42836e-015
1.9	-1.5	1.99494e-016
-2	-1.4	1.52052e-027
-1.9	-1.4	1.36873e-025
-1.8	-1.4	1.00875e-023
-1.7	-1.4	6.08681e-022
-1.6	-1.4	3.00704e-020
-1.5	-1.4	1.21626e-018
-1.4	-1.4	4.02772e-017
-1.3	-1.4	1.09202e-015
-1.2	-1.4	2.42406e-014
-1.1	-1.4	4.40552e-013
-1	-1.4	6.5553e-012
-0.9	-1.4	7.98599e-011
-0.8	-1.4	7.96537e-010
-0.699998	-1.4	6.50465e-009
-0.59999	-1.39999	4.34892e-008
-0.499952	-1.39995	2.38052e-007
-0.399812	-1.39977	1.06676e-006
-0.299412	-1.39917	3.91282e-006
-0.198538	-1.3975	1.17429e-005
-0.0971562	-1.39387	2.88192e-005
0.00420997	-1.38769	5.78165e-005
0.104454	-1.37981	9.48622e-005
0.202689	-1.37286	0.000127501
0.299329	-1.37006	0.000140664
0.396095	-1.37286	0.000127501
0.494641	-1.37981	9.48622e-005
0.595239	-1.38769	5.78165e-005
0.696881	-1.39387	2.88192e-005
0.798426	-1.3975	1.17429e-005
0.899374	-1.39917	3.91282e-006
0.999802	-1.39977	1.06676e-006
1.09995	-1.39995	2.38052e-007
1.19999	-1.39999	4.34892e-008
1.3	-1.4	6.50465e-009
1.4	-1.4	7.96537e-010
1.5	-1.4	7.98599e-011
1.6	-1.4	6.5553e-012
1.7	-1.4	4.40552e-013
1.8	-1.4	2.42406e-014
1.9	-1.4	1.09202e-015
-2	-1.3	6.81448e-027
-1.9	-1.3	6.1342e-025
-1.8	-1.3	4.52089e-023
-1.7	-1.3	2.72792e-021
-1.6	-1.3	1.34766e-019
-1.5	-1.3	5.45092e-018
-1.4	-1.3	1.8051e-016
-1.3	-1.3	4.89409e-015
-1.2	-1.3	1.08639e-013
-1.1	-1.3	1.97442e-012
-1	-1.3	2.93788e-011
-0.9	-1.3	3.57907e-010
-0.799999	-1.3	3.56983e-009
-0.699993	-1.29999	2.91517e-008
-0.599956	-1.29996	1.94901e-007
-0.499784	-1.2998	1.06676e-006
-0.399158	-1.29911	4.7786e-006
-0.297367	-1.29673	1.75053e-005
-0.19348	-1.29021	5.23518e-005
-0.0874186	-1.27616	0.000127501
0.0183848	-1.25279	0.000252483
0.119131	-1.22382	0.000407426
0.211383	-1.1991	0.000539633
0.297178	-1.18934	0.000591834
0.383472	-1.1991	0.000539633
0.476984	-1.22382	0.000407426
0.579208	-1.25279	0.000252483
0.686203	-1.27616	0.000127501
0.792981	-1.29021	5.23518e-005
0.8972	-1.29673	1.75053e-005
0.999112	-1.29911	4.7786e-006
1.09977	-1.2998	1.06676e-006
1.19995	-1.29996	1.94901e-007
1.29999	-1.29999	2.91517e-008
1.4	-1.3	3.56983e-009
1.5	-1.3	3.57907e-010
1.6	-1.3	2.93788e-011
1.7	-1.3	1.97442e-012
1.8	-1.3	1.08639e-013
1.9	-1.3	4.89409e-015
-2	-1.2	2.50044e-026
-1.9	-1.2	2.25082e-024
-1.8	-1.2	1.65885e-022
-1.7	-1.2	1.00096e-020
-1.6	-1.2	4.94496e-019
-1.5	-1.2	2.0001e-017
-1.4	-1.2	6.62344e-016
-1.3	-1.2	1.79579e-014
-1.2	-1.2	3.98628e-013
-1.1	-1.2	7.24473e-012
-1	-1.2	1.078e-010
-0.9	-1.2	1.31327e-009
-0.799996	-1.2	1.30988e-008
-0.699973	-1.19998	1.06965e-007
-0.599837	-1.19988	7.15103e-007
-0.499209	-1.19937	3.91282e-006
-0.396914	-1.19718	1.75053e-005
-0.290397	-1.18971	6.38469e-005
-0.176504	-1.1696	0.000188664
-0.0558212	-1.12786	0.00044771
0.0618137	-1.06322	0.000848904
0.160926	-0.990939	0.00129755
0.2346	-0.935708	0.00164035
0.29158	-0.915448	0.00176609
0.349758	-0.935708	0.00164035
0.426701	-0.990939	0.00129755
0.530091	-1.06322	0.000848904
0.651552	-1.12786	0.00044771
0.774705	-1.1696	0.000188664
0.889789	-1.18971	6.38469e-005
0.996748	-1.19718	1.75053e-005
1.09917	-1.19937	3.91282e-006
1.19983	-1.19988	7.15103e-007
1.29997	-1.19998	1.06965e-007
1.4	-1.2	1.30988e-008
1.5	-1.2	1.31327e-009
1.6	-1.2	1.078e-010
1.7	-1.2	7.24473e-012
1.8	-1.2	3.98628e-013
1.9	-1.2	1.79579e-014
-2	-1.1	7.51173e-026
-1.9	-1.1	6.76185e-024
-1.8	-1.1	4.98346e-022
-1.7	-1.1	3.00704e-020
-1.6	-1.1	1.48555e-018
-1.5	-1.1	6.00865e-017
-1.4	-1.1	1.98979e-015
-1.3	-1.1	5.39485e-014
-1.2	-1.1	1.19755e-012
-1.1	-1.1	2.17644e-011
-1	-1.1	3.23848e-010
-0.899999	-1.1	3.94527e-009
-0.799989	-1.09999	3.93507e-008
-0.699918	-1.09996	3.21333e-007
-0.59951	-1.09971	2.14789e-006
-0.497626	-1.09841	1.17429e-005
-0.390772	-1.09292	5.23518e-005
-0.271625	-1.07448	0.000188664
-0.132795	-1.02701	0.000539633
0.0179722	-0.938293	0.00119554
0.147958	-0.825161	0.00203196
0.228516	-0.729795	0.00273705
0.266094	-0.676182	0.00313344
0.284497	-0.660209	0.00325155
0.304027	-0.676182	0.00313344
0.345385	-0.729795	0.00273705
0.432666	-0.825161	0.00203196
0.570628	-0.938293	0.00119554
0.727649	-1.02701	0.000539633
0.869826	-1.07448	0.000188664
0.990273	-1.09292	5.23518e-005
1.09751	-1.09841	1.17429e-005
1.19949	-1.09971	2.14789e-006
1.29992	-1.09996	3.21333e-007
1.39999	-1.09999	3.93507e-008
1.5	-1.1	3.94527e-009
1.6	-1.1	3.23848e-010
1.7	-1.1	2.17644e-011
1.8	-1.1	1.19755e-012
1.9	-1.1	5.39485e-014
-2	-1	1.8476e-025
-1.9	-1	1.66315e-023
-1.8	-1	1.22574e-021
-1.7	-1	7.39613e-020
-1.6	-1	3.65387e-018
-1.5	-1	1.47789e-016
-1.4	-1	4.8941e-015
-1.3	-1	1.32692e-013
-1.2	-1	2.94549e-012
-1.1	-1	5.35317e-011
-1	-1	7.96537e-010
-0.899997	-0.999999	9.7038e-009
-0.799973	-0.999989	9.67864e-008
-0.699799	-0.999914	7.90303e-007
-0.598796	-0.999422	5.28083e-006
-0.494175	-0.996847	2.88192e-005
-0.377527	-0.986052	0.000127501
-0.232665	-0.951022	0.00044771
-0.0511097	-0.869211	0.00119554
0.128106	-0.747112	0.00231166
0.236759	-0.644297	0.00325155
0.272866	-0.597247	0.00368172
0.280228	-0.583913	0.00380368
0.281759	-0.58146	0.00382614
0.283504	-0.583913	0.00380368
0.292027	-0.597247	0.00368172
0.332236	-0.644297	0.00325155
0.449851	-0.747112	0.00231166
